@relation out

@attribute Airline {US,AA,AS,CO,DL,B6,HA,OO,9E,OH,EV,XE,YV,UA,MQ,FL,F9,WN}
@attribute Flight numeric
@attribute AirportFrom {'PHX','LAX','SFO','ANC','LAS','SLC','DEN','ONT','FAI','BQN','PSE','HNL','BIS','IYK','EWR','BOS','MKE','GFK','OMA','GSO','LMT','SEA','MCO','TPA','DLH','MSP','FAR','MFE','MSY','VPS','BWI','MAF','LWS','RST','ALB','DSM','CHS','MSN','JAX','SAT','PNS','BHM','LIT','SAV','BNA','ICT','ECP','DHN','MGM','CAE','PWM','ACV','EKO','PHL','ATL','PDX','RIC','BTR','HRL','MYR','TUS','SBN','CAK','TVC','CLE','ORD','DAY','MFR','BTV','TLH','TYS','DFW','FLL','AUS','CHA','CMH','LRD','BRO','CRP','LAN','PVD','FWA','JFK','LGA','OKC','PIT','PBI','ORF','DCA','AEX','SYR','SHV','VLD','BDL','FAT','BZN','RDM','LFT','IPL','EAU','ERI','BUF','IAH','MCI','AGS','ABI','GRR','LBB','CLT','LEX','MBS','MOD','AMA','SGF','AZO','ABE','SWF','BGM','AVP','FNT','GSP','ATW','ITH','TUL','COS','ELP','ABQ','SMF','STL','IAD','DTW','RDU','RSW','OAK','ROC','IND','CVG','MDW','SDF','ABY','TRI','XNA','ROA','MLI','LYH','EVV','HPN','FAY','EWN','CSG','GPT','MLU','MOB','OAJ','CHO','ILM','BMI','PHF','ACY','JAN','CID','GRK','HOU','CRW','HTS','PSC','BOI','SBP','CLD','PSP','SBA','MEM','MRY','GEG','RDD','PAH','CMX','SPI','EUG','CIC','PIH','SGU','COD','MIA','MHT','GRB','FSD','SJU','AVL','BFL','RAP','DRO','PIA','OGG','SIT','TXK','RNO','DAL','SCE','MEI','MDT','FCA','SJC','KOA','PLN','SAN','GNV','HLN','GJT','CPR','FSM','CMI','GTF','HDN','ITO','MTJ','HSV','BTM','BIL','COU','MSO','SMX','TWF','ISP','GCC','LIH','LNK','DAB','SNA','MQT','LGB','CWA','LSE','BUR','ACT','MHK','MOT','IDA','SUN','GTR','MLB','SRQ','JAC','ASE','LCH','JNU','ROW','BQK','YUM','FLG','EGE','GUC','EYW','RKS','BGR','ELM','ADQ','OTZ','OTH','STT','KTN','BET','SJT','CDC','CEC','SPS','SCC','STX','OME','MKG','WRG','TYR','BRW','GGG','PSG','BKG','YAK','CLL','SAF','CYS','LWB','CDV','FLO','BLI','DBQ','TOL','UTM','PIE','ADK','ABR','TEX','MMH','GUM'}
@attribute AirportTo {'CLT','DFW','SEA','IAH','MSP','DTW','ORD','ATL','PDX','JFK','SLC','HNL','PHX','MCO','OGG','LAX','KOA','ITO','SFO','MIA','IAD','SMF','PHL','LIH','DEN','LGA','MEM','CVG','YUM','CWA','MKE','BQN','FAI','LAS','ANC','BOS','LGB','FLL','SJU','EWR','DCA','BWI','RDU','MCI','TYS','SAN','ONT','OAK','MDW','BNA','DAL','CLE','JAX','JNU','RNO','ELP','SAT','OTZ','MBS','BDL','STL','HOU','AUS','SNA','SJC','LIT','TUS','TUL','CMH','LAN','IND','AMA','CRP','PIT','RKS','FWA','TPA','PBI','JAN','DSM','ADQ','GRB','PVD','ABQ','SDF','RSW','MSY','BUR','BOI','TLH','BHM','ACV','ORF','BET','KTN','RIC','SRQ','BTR','XNA','MHT','GRR','SBN','SBA','ROA','CID','GPT','MFR','SGU','HPN','OMA','OTH','GSP','LMT','BUF','MSN','BFL','CAE','HRL','OKC','SYR','COS','BTV','CDC','SCC','DAY','SJT','TVC','ROC','ISP','MRY','SBP','MLI','MOB','CIC','SAV','FAT','EKO','GEG','ECP','LFT','SUN','HSV','SHV','CHA','CAK','BZN','MAF','GSO','MDT','PHF','ICT','AZO','RAP','CHS','CLD','MKG','VPS','PIH','ATW','AGS','PNS','BIL','SPI','FAR','CPR','PIA','SPS','TWF','LBB','ALB','CEC','DRO','GJT','GNV','RST','AVL','GRK','PSP','LEX','TRI','SGF','FSM','RDD','OME','MFE','LSE','BMI','MYR','FAY','FSD','EUG','MGM','EVV','MLB','FNT','STT','WRG','ABE','BIS','MOT','MLU','GFK','RDM','COU','LRD','PSC','MOD','PWM','ILM','ABY','CRW','TXK','BRO','BRW','EYW','DAB','ROW','ABI','EAU','TYR','MSO','FLG','CSG','VLD','DHN','OAJ','AEX','CHO','SAF','GGG','FCA','ASE','BKG','MHK','LNK','MQT','YAK','GTR','SMX','SWF','ITH','AVP','ELM','BGM','SIT','PSG','CYS','CLL','SCE','LWB','LCH','GCC','IYK','LWS','COD','HLN','BQK','GTF','DLH','BTM','EGE','IDA','JAC','HDN','MTJ','CMX','CMI','CDV','LYH','ACT','STX','IPL','PAH','HTS','MEI','BLI','ERI','EWN','FLO','ACY','DBQ','TOL','GUC','PLN','BGR','PSE','PIE','UTM','ADK','ABR','TEX','MMH','GUM'}
@attribute DayOfWeek {1,2,3,4,5,6,7}
@attribute Time numeric
@attribute Length numeric
@attribute Delay {0,1}

@data
DL, 2578, SAN, SLC, 3, 375 , 120, 0
EV, 4993, ATL, DTW, 3, 375 , 110, 1
EV, 5075, MDT, ATL, 3, 375 , 133, 0
EV, 5182, GNV, ATL, 3, 375 , 75, 0
EV, 5364, MGM, MEM, 3, 375 , 76, 0
EV, 5611, LEX, ATL, 3, 375 , 85, 0
EV, 7349, OKC, MEM, 3, 375 , 93, 0
F9, 103, MSP, DEN, 3, 375 , 131, 0
F9, 143, HOU, DEN, 3, 375 , 146, 0
F9, 192, DAY, DEN, 3, 375 , 189, 0
F9, 262, STL, DEN, 3, 375 , 144, 0
F9, 319, DCA, MKE, 3, 375 , 130, 0
F9, 38, SEA, DEN, 3, 375 , 154, 0
F9, 496, CAK, DEN, 3, 375 , 202, 1
FL, 582, GRR, BWI, 3, 375 , 95, 0
FL, 656, SAT, ATL, 3, 375 , 131, 0
FL, 96, RDU, ATL, 3, 375 , 85, 0
MQ, 2810, SHV, DFW, 3, 375 , 60, 0
MQ, 3314, FWA, DFW, 3, 375 , 165, 0
MQ, 3600, CHS, MIA, 3, 375 , 105, 0
MQ, 4199, EVV, ORD, 3, 375 , 85, 0
MQ, 4503, CMH, JFK, 3, 375 , 105, 0
MQ, 4576, LGA, CLT, 3, 375 , 120, 0
MQ, 4590, MSP, LGA, 3, 375 , 164, 0
MQ, 4599, LGA, MSP, 3, 375 , 175, 0
OH, 6566, RIC, JFK, 3, 375 , 85, 0
OH, 6594, BHM, LGA, 3, 375 , 150, 1
OO, 4478, ORD, SLC, 3, 375 , 205, 1
OO, 4553, LAX, LAS, 3, 375 , 70, 0
OO, 4654, HLN, SLC, 3, 375 , 69, 0
OO, 6463, SMF, LAX, 3, 375 , 95, 0
OO, 6992, DLH, ORD, 3, 375 , 90, 0
UA, 33, DFW, DEN, 3, 375 , 136, 0
US, 1125, BDL, CLT, 3, 375 , 140, 0
US, 1433, BOS, CLT, 3, 375 , 152, 0
US, 1517, BDL, DCA, 3, 375 , 81, 1
US, 1626, CLT, LGA, 3, 375 , 100, 0
US, 1812, PHL, BOS, 3, 375 , 74, 0
WN, 1056, STL, LAS, 3, 375 , 235, 1
WN, 107, MDW, PHL, 3, 375 , 125, 0
WN, 1155, ONT, PHX, 3, 375 , 70, 0
WN, 1199, OKC, HOU, 3, 375 , 85, 1
WN, 1320, LAS, SEA, 3, 375 , 165, 0
WN, 1400, DEN, MDW, 3, 375 , 145, 0
WN, 1628, DAL, HOU, 3, 375 , 60, 1
WN, 1636, HOU, DAL, 3, 375 , 60, 0
WN, 1657, ELP, SAT, 3, 375 , 80, 0
WN, 1915, BDL, BWI, 3, 375 , 80, 1
WN, 2377, PIT, MCO, 3, 375 , 150, 1
WN, 2706, ELP, AUS, 3, 375 , 85, 0
WN, 3756, LAX, SMF, 3, 375 , 80, 0
WN, 3915, AUS, HOU, 3, 375 , 50, 1
WN, 532, PHX, MDW, 3, 375 , 200, 1
WN, 568, BHM, PHX, 3, 375 , 240, 1
WN, 685, OMA, STL, 3, 375 , 70, 0
WN, 697, LBB, AUS, 3, 375 , 70, 0
WN, 6, CRP, HOU, 3, 375 , 50, 0
WN, 756, MDW, MCI, 3, 375 , 95, 1
WN, 840, DEN, PHX, 3, 375 , 120, 0
WN, 912, OAK, SNA, 3, 375 , 85, 1
XE, 2046, AEX, IAH, 3, 375 , 62, 0
XE, 2072, RIC, IAH, 3, 375 , 199, 1
XE, 2175, BNA, IAH, 3, 375 , 134, 0
XE, 2535, SDF, EWR, 3, 375 , 114, 0
XE, 2853, DAY, EWR, 3, 375 , 108, 0
XE, 2946, JAX, EWR, 3, 375 , 132, 0
YV, 2631, EWR, CLT, 3, 375 , 115, 0
YV, 2924, AUS, PHX, 3, 375 , 148, 0
HA, 113, HNL, LIH, 3, 376 , 35, 0
UA, 472, SMF, ORD, 3, 376 , 245, 0
OO, 6314, PSP, LAX, 3, 377 , 47, 0
UA, 185, PHL, SFO, 3, 377 , 389, 0
UA, 671, PHX, SFO, 3, 377 , 138, 0
OO, 6438, GJT, DEN, 3, 378 , 60, 0
OO, 6568, SAN, LAX, 3, 378 , 52, 0
OO, 7037, CPR, DEN, 3, 378 , 69, 0
UA, 16, SAN, ORD, 3, 378 , 244, 1
UA, 484, SAN, DEN, 3, 378 , 149, 0
OH, 6621, LEX, DTW, 3, 379 , 86, 0
UA, 988, DSM, DEN, 3, 379 , 127, 0
9E, 3684, PIT, JFK, 3, 380 , 106, 0
9E, 3779, FSM, MEM, 3, 380 , 67, 0
9E, 3934, TUL, MEM, 3, 380 , 83, 0
9E, 4052, DAL, MEM, 3, 380 , 88, 0
9E, 4138, BUF, DTW, 3, 380 , 85, 0
AA, 1096, SAN, ORD, 3, 380 , 250, 0
AA, 1185, RDU, DFW, 3, 380 , 200, 1
AA, 1280, SJC, DFW, 3, 380 , 215, 0
AA, 1433, BDL, MIA, 3, 380 , 205, 0
AA, 1434, DFW, MCO, 3, 380 , 145, 0
AA, 1466, DFW, BOS, 3, 380 , 200, 1
AA, 2065, MFE, DFW, 3, 380 , 95, 0
AA, 2515, STL, MIA, 3, 380 , 160, 0
AA, 496, ORD, DCA, 3, 380 , 99, 0
AA, 689, ORF, DFW, 3, 380 , 220, 1
AA, 971, ATL, MIA, 3, 380 , 110, 0
AS, 477, LAX, SEA, 3, 380 , 165, 0
AS, 537, ONT, SEA, 3, 380 , 166, 0
AS, 658, PDX, SJC, 3, 380 , 108, 0
B6, 1321, BOS, BWI, 3, 380 , 89, 0
CO, 605, OKC, IAH, 3, 380 , 80, 0
DL, 1212, LAX, MSP, 3, 380 , 220, 1
DL, 1449, IAD, ATL, 3, 380 , 129, 0
DL, 1756, SAT, MSP, 3, 380 , 168, 0
DL, 1872, TPA, ATL, 3, 380 , 90, 0
DL, 2346, PDX, ATL, 3, 380 , 279, 0
DL, 2414, FLL, JFK, 3, 380 , 169, 0
DL, 2513, MSP, ATL, 3, 380 , 167, 1
EV, 4991, MYR, ATL, 3, 380 , 81, 0
EV, 5428, LFT, MEM, 3, 380 , 83, 0
EV, 7095, GSO, IAD, 3, 380 , 67, 0
F9, 650, SFO, DEN, 3, 380 , 150, 0
F9, 765, AUS, DEN, 3, 380 , 133, 1
FL, 132, TPA, ATL, 3, 380 , 95, 0
FL, 300, DEN, ATL, 3, 380 , 167, 0
FL, 684, ICT, ATL, 3, 380 , 126, 0
FL, 806, BOS, BWI, 3, 380 , 93, 0
MQ, 2985, AGS, DFW, 3, 380 , 175, 0
MQ, 3081, SAN, LAX, 3, 380 , 45, 0
MQ, 3302, MLI, DFW, 3, 380 , 140, 0
MQ, 4004, CVG, ORD, 3, 380 , 80, 1
MQ, 4278, CMI, ORD, 3, 380 , 55, 0
OO, 4529, OMA, SLC, 3, 380 , 156, 1
OO, 4554, GTF, SLC, 3, 380 , 88, 0
OO, 4638, SAN, LAX, 3, 380 , 49, 0
OO, 4667, TUL, SLC, 3, 380 , 154, 1
OO, 6454, MSN, ORD, 3, 380 , 55, 0
OO, 6701, FAR, DEN, 3, 380 , 128, 0
OO, 6832, SBA, SFO, 3, 380 , 88, 0
OO, 6974, HDN, DEN, 3, 380 , 67, 1
UA, 143, TPA, ORD, 3, 380 , 170, 0
UA, 353, LAX, LAS, 3, 380 , 80, 0
UA, 381, BDL, ORD, 3, 380 , 161, 0
UA, 658, SJC, DEN, 3, 380 , 156, 0
US, 1434, MIA, CLT, 3, 380 , 126, 0
US, 542, SJC, PHX, 3, 380 , 113, 0
WN, 1329, ONT, SMF, 3, 380 , 90, 0
WN, 1472, DEN, LAX, 3, 380 , 155, 0
WN, 1566, ALB, BWI, 3, 380 , 95, 1
WN, 1591, PHL, BOS, 3, 380 , 80, 0
WN, 220, BHM, HOU, 3, 380 , 115, 0
WN, 2552, RNO, LAS, 3, 380 , 80, 1
WN, 496, PDX, DEN, 3, 380 , 145, 1
WN, 758, DAL, LIT, 3, 380 , 60, 0
WN, 831, PHL, MDW, 3, 380 , 135, 1
WN, 909, ECP, BWI, 3, 380 , 130, 0
XE, 2208, MCI, EWR, 3, 380 , 157, 0
XE, 2788, CVG, EWR, 3, 380 , 112, 0
YV, 2934, BFL, PHX, 3, 380 , 92, 1
FL, 1435, PHF, BOS, 3, 381 , 89, 1
HA, 105, OGG, HNL, 3, 381 , 33, 0
UA, 132, PDX, ORD, 3, 381 , 234, 0
UA, 73, SAN, SFO, 3, 382 , 103, 0
DL, 1241, GSP, ATL, 3, 383 , 63, 1
HA, 101, ITO, HNL, 3, 383 , 49, 0
UA, 91, EWR, SFO, 3, 383 , 393, 0
XE, 2164, PIT, EWR, 3, 383 , 83, 0
DL, 1260, GEG, SLC, 3, 384 , 110, 1
OO, 6727, MTJ, DEN, 3, 384 , 63, 0
9E, 3928, PIA, DTW, 3, 385 , 93, 0
AA, 1361, HSV, DFW, 3, 385 , 135, 0
AA, 1462, MCI, ORD, 3, 385 , 95, 0
AA, 2042, DFW, FLL, 3, 385 , 150, 0
AA, 404, MIA, MCO, 3, 385 , 60, 0
AA, 419, BOS, DFW, 3, 385 , 270, 0
AA, 509, DTW, DFW, 3, 385 , 185, 0
AA, 608, SAN, DFW, 3, 385 , 185, 0
AA, 810, SFO, ORD, 3, 385 , 255, 0
AS, 304, SEA, SFO, 3, 385 , 133, 0
B6, 110, MSY, JFK, 3, 385 , 163, 0
CO, 1087, MCO, IAH, 3, 385 , 150, 0
CO, 1437, TPA, IAH, 3, 385 , 142, 1
CO, 625, EWR, CLE, 3, 385 , 100, 0
CO, 651, AUS, EWR, 3, 385 , 205, 0
CO, 724, CLE, EWR, 3, 385 , 83, 0
DL, 1092, TPA, DTW, 3, 385 , 169, 0
DL, 1192, SMF, SLC, 3, 385 , 103, 0
DL, 1592, SAN, ATL, 3, 385 , 249, 0
DL, 2163, DCA, MSP, 3, 385 , 173, 0
DL, 2258, RDU, MSP, 3, 385 , 184, 0
DL, 2283, CAE, ATL, 3, 385 , 78, 1
DL, 2728, RNO, SLC, 3, 385 , 92, 0
DL, 2938, ATL, DCA, 3, 385 , 94, 0
EV, 7305, HSV, MEM, 3, 385 , 67, 0
EV, 7372, GPT, MEM, 3, 385 , 83, 1
F9, 71, DTW, DEN, 3, 385 , 189, 0
F9, 790, PDX, DEN, 3, 385 , 144, 1
FL, 431, MKE, ATL, 3, 385 , 129, 0
FL, 516, CMH, ATL, 3, 385 , 108, 0
MQ, 2782, LEX, DFW, 3, 385 , 160, 1
MQ, 2830, PNS, DFW, 3, 385 , 125, 0
MQ, 4375, DCA, RDU, 3, 385 , 65, 0
MQ, 4464, LGA, BOS, 3, 385 , 65, 0
OH, 6421, EWR, CVG, 3, 385 , 140, 1
OO, 4489, COS, SLC, 3, 385 , 95, 0
OO, 4551, RDM, SLC, 3, 385 , 101, 1
OO, 4624, FAT, SLC, 3, 385 , 104, 1
OO, 4645, BTM, SLC, 3, 385 , 73, 1
OO, 4714, CPR, SLC, 3, 385 , 73, 0
OO, 4840, BIL, SLC, 3, 385 , 80, 0
OO, 6401, EUG, SFO, 3, 385 , 96, 0
OO, 6547, IAH, ORD, 3, 385 , 151, 0
US, 1019, PVD, CLT, 3, 385 , 143, 0
US, 1656, BUF, CLT, 3, 385 , 116, 0
US, 220, SAN, PHX, 3, 385 , 84, 0
US, 375, JFK, CLT, 3, 385 , 120, 0
WN, 1019, SFO, LAX, 3, 385 , 75, 0
WN, 1093, BUF, BWI, 3, 385 , 90, 0
WN, 1633, LAS, TUS, 3, 385 , 75, 0
WN, 205, SAT, MDW, 3, 385 , 155, 0
WN, 2102, LAS, SJC, 3, 385 , 85, 0
WN, 219, SMF, LAS, 3, 385 , 80, 0
WN, 264, DEN, STL, 3, 385 , 120, 0
WN, 3073, PVD, BWI, 3, 385 , 90, 1
WN, 370, PDX, SJC, 3, 385 , 105, 0
WN, 550, PHX, SJC, 3, 385 , 125, 0
WN, 579, LAX, OAK, 3, 385 , 80, 0
WN, 609, ABQ, PHX, 3, 385 , 80, 0
WN, 703, DAL, TUL, 3, 385 , 60, 0
WN, 734, DEN, MCI, 3, 385 , 105, 1
WN, 792, DTW, BNA, 3, 385 , 105, 1
WN, 863, MSY, HOU, 3, 385 , 75, 0
WN, 8, HRL, HOU, 3, 385 , 60, 0
XE, 2094, DTW, EWR, 3, 385 , 97, 0
XE, 2169, EWR, CMH, 3, 385 , 114, 0
XE, 2377, DSM, IAH, 3, 385 , 150, 0
XE, 2419, CLT, CLE, 3, 385 , 92, 0
XE, 2563, EWR, STL, 3, 385 , 172, 1
XE, 2660, XNA, IAH, 3, 385 , 104, 1
XE, 2927, DCA, CLE, 3, 385 , 72, 1
XE, 5973, TVC, ORD, 3, 385 , 79, 0
YV, 2702, SBP, PHX, 3, 385 , 94, 0
YV, 2903, SBA, PHX, 3, 385 , 91, 0
OO, 6828, RNO, SFO, 3, 386 , 69, 0
XE, 3067, PVD, EWR, 3, 386 , 64, 0
UA, 491, OKC, DEN, 3, 387 , 113, 0
9E, 3931, MBS, MSP, 3, 388 , 102, 0
FL, 234, RIC, ATL, 3, 388 , 107, 0
OO, 6517, TUS, LAX, 3, 388 , 95, 0
OO, 6933, ORD, LAN, 3, 388 , 49, 0
XE, 2821, ORF, CLE, 3, 388 , 107, 1
XE, 2921, GRR, IAH, 3, 388 , 182, 0
OO, 6243, SAT, LAX, 3, 389 , 201, 0
OO, 6564, COS, DEN, 3, 389 , 49, 0
XE, 2183, EWR, IND, 3, 389 , 139, 0
XE, 2437, EWR, RDU, 3, 389 , 104, 0
XE, 2549, EWR, CVG, 3, 389 , 131, 0
9E, 3669, SGF, MEM, 3, 390 , 75, 1
9E, 3778, COU, MEM, 3, 390 , 82, 0
9E, 3890, DLH, DTW, 3, 390 , 112, 0
9E, 3970, BHM, MEM, 3, 390 , 68, 0
9E, 3974, TVC, DTW, 3, 390 , 82, 0
9E, 4001, ORD, MEM, 3, 390 , 115, 1
9E, 4014, IND, DTW, 3, 390 , 80, 0
9E, 4117, ROC, ATL, 3, 390 , 145, 1
9E, 4211, STL, MEM, 3, 390 , 75, 0
9E, 4251, RDU, CVG, 3, 390 , 100, 0
AA, 1083, IAD, DFW, 3, 390 , 210, 0
AA, 1182, LAX, AUS, 3, 390 , 175, 0
AA, 1637, MCO, ORD, 3, 390 , 185, 0
AA, 201, JFK, LAX, 3, 390 , 385, 0
AA, 2401, DFW, LAX, 3, 390 , 205, 0
AA, 851, TUL, ORD, 3, 390 , 120, 0
AS, 232, SEA, SAN, 3, 390 , 154, 0
AS, 493, SAN, SEA, 3, 390 , 183, 0
AS, 502, SEA, SNA, 3, 390 , 161, 0
B6, 1012, JFK, BOS, 3, 390 , 65, 0
B6, 1790, DCA, BOS, 3, 390 , 85, 0
B6, 591, HPN, MCO, 3, 390 , 164, 0
B6, 921, BOS, ORD, 3, 390 , 169, 0
CO, 1116, EWR, BOS, 3, 390 , 72, 0
CO, 1121, BOS, EWR, 3, 390 , 81, 0
CO, 338, EWR, MIA, 3, 390 , 187, 1
CO, 350, EWR, AUS, 3, 390 , 260, 1
CO, 501, IND, IAH, 3, 390 , 147, 0
CO, 561, SAT, EWR, 3, 390 , 212, 0
DL, 1162, BNA, ATL, 3, 390 , 90, 0
DL, 1209, BOS, SLC, 3, 390 , 342, 1
DL, 1254, PNS, ATL, 3, 390 , 83, 1
DL, 132, SFO, JFK, 3, 390 , 330, 0
DL, 1370, LGA, BOS, 3, 390 , 69, 0
DL, 1373, BOS, LGA, 3, 390 , 82, 0
DL, 1418, MCO, ATL, 3, 390 , 94, 0
DL, 1758, CHS, ATL, 3, 390 , 75, 0
DL, 1871, BOI, SLC, 3, 390 , 70, 1
DL, 1981, MSP, MEM, 3, 390 , 125, 1
DL, 2061, PHL, ATL, 3, 390 , 140, 1
DL, 246, LAX, JFK, 3, 390 , 320, 0
DL, 2504, SAV, ATL, 3, 390 , 74, 0
DL, 2613, TYS, ATL, 3, 390 , 64, 0
DL, 2700, SJC, MSP, 3, 390 , 228, 0
DL, 2724, BIS, MSP, 3, 390 , 79, 1
DL, 2826, JAX, ATL, 3, 390 , 89, 0
DL, 2853, HSV, ATL, 3, 390 , 80, 0
DL, 2956, SAN, JFK, 3, 390 , 324, 0
DL, 2960, MIA, ATL, 3, 390 , 127, 0
EV, 5078, BTR, MEM, 3, 390 , 76, 0
EV, 5272, MOB, MEM, 3, 390 , 76, 0
EV, 5413, ATW, ATL, 3, 390 , 138, 1
EV, 5590, XNA, MEM, 3, 390 , 66, 0
EV, 5600, VPS, ATL, 3, 390 , 90, 1
EV, 7311, MLU, MEM, 3, 390 , 70, 1
EV, 7320, SHV, MEM, 3, 390 , 66, 0
EV, 7360, JAN, MEM, 3, 390 , 64, 0
F9, 416, LAX, DEN, 3, 390 , 140, 0
F9, 510, SAN, DEN, 3, 390 , 143, 0
FL, 100, DFW, ATL, 3, 390 , 125, 0
FL, 1270, DAY, MCO, 3, 390 , 146, 1
FL, 260, DCA, MKE, 3, 390 , 125, 0
FL, 409, IND, ATL, 3, 390 , 104, 1
FL, 715, CAK, LGA, 3, 390 , 98, 1
FL, 805, BWI, BOS, 3, 390 , 82, 0
FL, 923, MCI, ATL, 3, 390 , 125, 0
MQ, 2738, GSP, DFW, 3, 390 , 175, 0
MQ, 2935, MSN, DFW, 3, 390 , 160, 0
MQ, 2943, DFW, CVG, 3, 390 , 130, 0
MQ, 3007, SBA, LAX, 3, 390 , 45, 1
MQ, 3203, DFW, AMA, 3, 390 , 75, 0
MQ, 3307, DFW, CRP, 3, 390 , 80, 0
MQ, 3322, GSO, DFW, 3, 390 , 200, 0
MQ, 3393, DFW, MKE, 3, 390 , 140, 0
MQ, 3534, LIT, DFW, 3, 390 , 80, 0
MQ, 3614, CLE, MIA, 3, 390 , 185, 0
MQ, 3665, PIT, MIA, 3, 390 , 180, 1
MQ, 3923, FSD, ORD, 3, 390 , 105, 0
MQ, 4069, BMI, ORD, 3, 390 , 50, 1
MQ, 4174, BUF, ORD, 3, 390 , 120, 0
MQ, 4187, DSM, ORD, 3, 390 , 85, 1
MQ, 4436, BNA, DCA, 3, 390 , 105, 0
MQ, 4652, ATL, LGA, 3, 390 , 120, 0
OH, 6276, CRW, DTW, 3, 390 , 79, 1
OH, 6417, DAY, MSP, 3, 390 , 144, 0
OH, 6597, JFK, CVG, 3, 390 , 135, 0
OH, 6658, CMH, DCA, 3, 390 , 81, 0
OO, 4575, OKC, SLC, 3, 390 , 142, 1
OO, 4629, PSC, SLC, 3, 390 , 90, 0
OO, 4657, LEX, MSP, 3, 390 , 130, 1
OO, 4671, MSO, SLC, 3, 390 , 82, 0
OO, 4762, PSP, SLC, 3, 390 , 102, 1
OO, 4826, FAR, SLC, 3, 390 , 145, 1
OO, 4881, MKE, MEM, 3, 390 , 115, 0
OO, 7011, SMX, LAX, 3, 390 , 57, 0
OO, 7800, TWF, SLC, 3, 390 , 55, 0
UA, 837, DFW, SFO, 3, 390 , 241, 0
UA, 89, PVD, ORD, 3, 390 , 165, 0
US, 1085, LAS, CLT, 3, 390 , 245, 0
US, 1210, DFW, PHL, 3, 390 , 185, 0
US, 1293, BOS, PHL, 3, 390 , 93, 0
US, 1525, FLL, CLT, 3, 390 , 115, 0
US, 1539, LGA, CLT, 3, 390 , 127, 1
US, 1592, ATL, PHL, 3, 390 , 115, 0
US, 1613, EWR, CLT, 3, 390 , 124, 1
US, 1744, CLT, PHL, 3, 390 , 97, 0
US, 1800, PBI, CLT, 3, 390 , 112, 0
US, 183, ONT, PHX, 3, 390 , 75, 0
US, 2020, DCA, BOS, 3, 390 , 79, 0
US, 250, SAN, PHX, 3, 390 , 84, 1
US, 522, EWR, PHX, 3, 390 , 345, 0
US, 567, LAX, PHX, 3, 390 , 80, 0
US, 57, LAS, PHX, 3, 390 , 74, 0
US, 654, JFK, PHX, 3, 390 , 349, 1
US, 680, PHX, CLT, 3, 390 , 225, 1
US, 700, LAX, PHL, 3, 390 , 300, 1
US, 829, DTW, CLT, 3, 390 , 103, 0
WN, 1092, MDW, STL, 3, 390 , 65, 0
WN, 1107, LIT, STL, 3, 390 , 70, 1
WN, 1127, AUS, DAL, 3, 390 , 55, 0
WN, 1254, TUS, DEN, 3, 390 , 115, 1
WN, 1326, MHT, MDW, 3, 390 , 165, 1
WN, 1585, MDW, CMH, 3, 390 , 70, 1
WN, 1683, SAN, SJC, 3, 390 , 90, 0
WN, 1751, HOU, STL, 3, 390 , 115, 0
WN, 1868, OMA, MDW, 3, 390 , 85, 1
WN, 201, DAL, HOU, 3, 390 , 60, 0
WN, 2264, BNA, BWI, 3, 390 , 100, 0
WN, 2442, DAL, AUS, 3, 390 , 55, 0
WN, 2459, OKC, DEN, 3, 390 , 100, 1
WN, 249, SJC, LAX, 3, 390 , 75, 1
WN, 250, FLL, MCO, 3, 390 , 55, 0
WN, 2990, SJC, SNA, 3, 390 , 75, 0
WN, 2, HOU, DAL, 3, 390 , 55, 1
WN, 324, GEG, DEN, 3, 390 , 135, 1
WN, 3485, CLE, BNA, 3, 390 , 100, 0
WN, 459, ONT, DEN, 3, 390 , 135, 1
WN, 535, ISP, MDW, 3, 390 , 155, 0
WN, 760, PVD, MDW, 3, 390 , 165, 0
WN, 779, BWI, MCO, 3, 390 , 140, 1
WN, 900, SAN, PHX, 3, 390 , 75, 0
WN, 971, LAS, ONT, 3, 390 , 55, 0
XE, 2149, DAL, IAH, 3, 390 , 58, 0
XE, 2187, EWR, MSP, 3, 390 , 192, 0
XE, 2281, PNS, IAH, 3, 390 , 100, 0
XE, 2327, ICT, IAH, 3, 390 , 107, 0
XE, 2392, HSV, IAH, 3, 390 , 119, 0
XE, 2458, EWR, BNA, 3, 390 , 154, 0
XE, 2684, MEM, IAH, 3, 390 , 104, 0
XE, 2719, GRK, IAH, 3, 390 , 60, 1
XE, 2959, MOB, IAH, 3, 390 , 94, 0
XE, 3017, VPS, IAH, 3, 390 , 114, 0
XE, 3030, CRP, IAH, 3, 390 , 59, 1
YV, 2601, CLE, CLT, 3, 390 , 102, 0
YV, 2816, FAT, PHX, 3, 390 , 96, 0
B6, 1250, IAD, BOS, 3, 391 , 89, 0
UA, 187, IAD, SFO, 3, 391 , 368, 1
UA, 530, ORD, MSP, 3, 391 , 94, 0
UA, 61, IAH, SFO, 3, 391 , 261, 0
UA, 636, ORD, PIT, 3, 391 , 88, 0
OH, 6457, ORF, CVG, 3, 392 , 121, 0
XE, 5985, BNA, ORD, 3, 392 , 107, 0
OO, 6301, RNO, LAX, 3, 393 , 86, 0
OO, 6500, SJC, LAX, 3, 393 , 77, 0
OO, 7767, GCC, RKS, 3, 393 , 77, 0
UA, 268, OMA, DEN, 3, 393 , 107, 1
HA, 104, LIH, HNL, 3, 394 , 30, 0
HA, 114, HNL, OGG, 3, 394 , 36, 0
