Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
b'9E',4388.0,b'IAD',b'DTW',b'3',375.0,108.0,b'0'
b'9E',4390.0,b'CID',b'DTW',b'3',375.0,106.0,b'0'
b'AA',2258.0,b'SAT',b'DFW',b'3',375.0,65.0,b'0'
b'B6',1249.0,b'BOS',b'IAD',b'3',375.0,100.0,b'1'
b'CO',1576.0,b'SJC',b'IAH',b'3',375.0,228.0,b'0'
b'CO',1649.0,b'FLL',b'IAH',b'3',375.0,164.0,b'0'
b'CO',223.0,b'SEA',b'IAH',b'3',375.0,245.0,b'0'
b'DL',1125.0,b'PHF',b'ATL',b'3',375.0,116.0,b'0'
b'DL',1244.0,b'HOU',b'ATL',b'3',375.0,130.0,b'0'
b'DL',1408.0,b'DEN',b'MSP',b'3',375.0,129.0,b'0'
b'DL',1432.0,b'BWI',b'MEM',b'3',375.0,147.0,b'0'
b'DL',1516.0,b'DEN',b'ATL',b'3',375.0,170.0,b'0'
b'DL',1762.0,b'BNA',b'DTW',b'3',375.0,126.0,b'0'
b'DL',1909.0,b'FNT',b'ATL',b'3',375.0,146.0,b'0'
b'DL',1999.0,b'MCI',b'MEM',b'3',375.0,88.0,b'0'
b'DL',2052.0,b'MSY',b'ATL',b'3',375.0,95.0,b'0'
b'DL',2154.0,b'LAX',b'ATL',b'3',375.0,252.0,b'1'
b'DL',2570.0,b'LAX',b'SLC',b'3',375.0,119.0,b'0'
b'DL',2578.0,b'SAN',b'SLC',b'3',375.0,120.0,b'0'
b'EV',4993.0,b'ATL',b'DTW',b'3',375.0,110.0,b'1'
b'EV',5075.0,b'MDT',b'ATL',b'3',375.0,133.0,b'0'
b'EV',5182.0,b'GNV',b'ATL',b'3',375.0,75.0,b'0'
b'EV',5364.0,b'MGM',b'MEM',b'3',375.0,76.0,b'0'
b'EV',5611.0,b'LEX',b'ATL',b'3',375.0,85.0,b'0'
b'EV',7349.0,b'OKC',b'MEM',b'3',375.0,93.0,b'0'
b'F9',103.0,b'MSP',b'DEN',b'3',375.0,131.0,b'0'
b'F9',143.0,b'HOU',b'DEN',b'3',375.0,146.0,b'0'
b'F9',192.0,b'DAY',b'DEN',b'3',375.0,189.0,b'0'
b'F9',262.0,b'STL',b'DEN',b'3',375.0,144.0,b'0'
b'F9',319.0,b'DCA',b'MKE',b'3',375.0,130.0,b'0'
b'F9',38.0,b'SEA',b'DEN',b'3',375.0,154.0,b'0'
b'F9',496.0,b'CAK',b'DEN',b'3',375.0,202.0,b'1'
b'FL',582.0,b'GRR',b'BWI',b'3',375.0,95.0,b'0'
b'FL',656.0,b'SAT',b'ATL',b'3',375.0,131.0,b'0'
b'FL',96.0,b'RDU',b'ATL',b'3',375.0,85.0,b'0'
b'MQ',2810.0,b'SHV',b'DFW',b'3',375.0,60.0,b'0'
b'MQ',3314.0,b'FWA',b'DFW',b'3',375.0,165.0,b'0'
b'MQ',3600.0,b'CHS',b'MIA',b'3',375.0,105.0,b'0'
b'MQ',4199.0,b'EVV',b'ORD',b'3',375.0,85.0,b'0'
b'MQ',4503.0,b'CMH',b'JFK',b'3',375.0,105.0,b'0'
b'MQ',4576.0,b'LGA',b'CLT',b'3',375.0,120.0,b'0'
b'MQ',4590.0,b'MSP',b'LGA',b'3',375.0,164.0,b'0'
b'MQ',4599.0,b'LGA',b'MSP',b'3',375.0,175.0,b'0'
b'OH',6566.0,b'RIC',b'JFK',b'3',375.0,85.0,b'0'
b'OH',6594.0,b'BHM',b'LGA',b'3',375.0,150.0,b'1'
b'OO',4478.0,b'ORD',b'SLC',b'3',375.0,205.0,b'1'
b'OO',4553.0,b'LAX',b'LAS',b'3',375.0,70.0,b'0'
b'OO',4654.0,b'HLN',b'SLC',b'3',375.0,69.0,b'0'
b'OO',6463.0,b'SMF',b'LAX',b'3',375.0,95.0,b'0'
b'OO',6992.0,b'DLH',b'ORD',b'3',375.0,90.0,b'0'
b'UA',33.0,b'DFW',b'DEN',b'3',375.0,136.0,b'0'
b'US',1125.0,b'BDL',b'CLT',b'3',375.0,140.0,b'0'
b'US',1433.0,b'BOS',b'CLT',b'3',375.0,152.0,b'0'
b'US',1517.0,b'BDL',b'DCA',b'3',375.0,81.0,b'1'
b'US',1626.0,b'CLT',b'LGA',b'3',375.0,100.0,b'0'
b'US',1812.0,b'PHL',b'BOS',b'3',375.0,74.0,b'0'
b'WN',1056.0,b'STL',b'LAS',b'3',375.0,235.0,b'1'
b'WN',107.0,b'MDW',b'PHL',b'3',375.0,125.0,b'0'
b'WN',1155.0,b'ONT',b'PHX',b'3',375.0,70.0,b'0'
b'WN',1199.0,b'OKC',b'HOU',b'3',375.0,85.0,b'1'
b'WN',1320.0,b'LAS',b'SEA',b'3',375.0,165.0,b'0'
b'WN',1400.0,b'DEN',b'MDW',b'3',375.0,145.0,b'0'
b'WN',1628.0,b'DAL',b'HOU',b'3',375.0,60.0,b'1'
b'WN',1636.0,b'HOU',b'DAL',b'3',375.0,60.0,b'0'
b'WN',1657.0,b'ELP',b'SAT',b'3',375.0,80.0,b'0'
b'WN',1915.0,b'BDL',b'BWI',b'3',375.0,80.0,b'1'
b'WN',2377.0,b'PIT',b'MCO',b'3',375.0,150.0,b'1'
b'WN',2706.0,b'ELP',b'AUS',b'3',375.0,85.0,b'0'
b'WN',3756.0,b'LAX',b'SMF',b'3',375.0,80.0,b'0'
b'WN',3915.0,b'AUS',b'HOU',b'3',375.0,50.0,b'1'
b'WN',532.0,b'PHX',b'MDW',b'3',375.0,200.0,b'1'
b'WN',568.0,b'BHM',b'PHX',b'3',375.0,240.0,b'1'
b'WN',685.0,b'OMA',b'STL',b'3',375.0,70.0,b'0'
b'WN',697.0,b'LBB',b'AUS',b'3',375.0,70.0,b'0'
b'WN',6.0,b'CRP',b'HOU',b'3',375.0,50.0,b'0'
b'WN',756.0,b'MDW',b'MCI',b'3',375.0,95.0,b'1'
b'WN',840.0,b'DEN',b'PHX',b'3',375.0,120.0,b'0'
b'WN',912.0,b'OAK',b'SNA',b'3',375.0,85.0,b'1'
b'XE',2046.0,b'AEX',b'IAH',b'3',375.0,62.0,b'0'
b'XE',2072.0,b'RIC',b'IAH',b'3',375.0,199.0,b'1'
b'XE',2175.0,b'BNA',b'IAH',b'3',375.0,134.0,b'0'
b'XE',2535.0,b'SDF',b'EWR',b'3',375.0,114.0,b'0'
b'XE',2853.0,b'DAY',b'EWR',b'3',375.0,108.0,b'0'
b'XE',2946.0,b'JAX',b'EWR',b'3',375.0,132.0,b'0'
b'YV',2631.0,b'EWR',b'CLT',b'3',375.0,115.0,b'0'
b'YV',2924.0,b'AUS',b'PHX',b'3',375.0,148.0,b'0'
b'HA',113.0,b'HNL',b'LIH',b'3',376.0,35.0,b'0'
b'UA',472.0,b'SMF',b'ORD',b'3',376.0,245.0,b'0'
b'OO',6314.0,b'PSP',b'LAX',b'3',377.0,47.0,b'0'
b'UA',185.0,b'PHL',b'SFO',b'3',377.0,389.0,b'0'
b'UA',671.0,b'PHX',b'SFO',b'3',377.0,138.0,b'0'
b'OO',6438.0,b'GJT',b'DEN',b'3',378.0,60.0,b'0'
b'OO',6568.0,b'SAN',b'LAX',b'3',378.0,52.0,b'0'
b'OO',7037.0,b'CPR',b'DEN',b'3',378.0,69.0,b'0'
b'UA',16.0,b'SAN',b'ORD',b'3',378.0,244.0,b'1'
b'UA',484.0,b'SAN',b'DEN',b'3',378.0,149.0,b'0'
b'OH',6621.0,b'LEX',b'DTW',b'3',379.0,86.0,b'0'
b'UA',988.0,b'DSM',b'DEN',b'3',379.0,127.0,b'0'
b'9E',3684.0,b'PIT',b'JFK',b'3',380.0,106.0,b'0'
b'9E',3779.0,b'FSM',b'MEM',b'3',380.0,67.0,b'0'
b'9E',3934.0,b'TUL',b'MEM',b'3',380.0,83.0,b'0'
b'9E',4052.0,b'DAL',b'MEM',b'3',380.0,88.0,b'0'
b'9E',4138.0,b'BUF',b'DTW',b'3',380.0,85.0,b'0'
b'AA',1096.0,b'SAN',b'ORD',b'3',380.0,250.0,b'0'
b'AA',1185.0,b'RDU',b'DFW',b'3',380.0,200.0,b'1'
b'AA',1280.0,b'SJC',b'DFW',b'3',380.0,215.0,b'0'
b'AA',1433.0,b'BDL',b'MIA',b'3',380.0,205.0,b'0'
b'AA',1434.0,b'DFW',b'MCO',b'3',380.0,145.0,b'0'
b'AA',1466.0,b'DFW',b'BOS',b'3',380.0,200.0,b'1'
b'AA',2065.0,b'MFE',b'DFW',b'3',380.0,95.0,b'0'
b'AA',2515.0,b'STL',b'MIA',b'3',380.0,160.0,b'0'
b'AA',496.0,b'ORD',b'DCA',b'3',380.0,99.0,b'0'
b'AA',689.0,b'ORF',b'DFW',b'3',380.0,220.0,b'1'
b'AA',971.0,b'ATL',b'MIA',b'3',380.0,110.0,b'0'
b'AS',477.0,b'LAX',b'SEA',b'3',380.0,165.0,b'0'
b'AS',537.0,b'ONT',b'SEA',b'3',380.0,166.0,b'0'
b'AS',658.0,b'PDX',b'SJC',b'3',380.0,108.0,b'0'
b'B6',1321.0,b'BOS',b'BWI',b'3',380.0,89.0,b'0'
b'CO',605.0,b'OKC',b'IAH',b'3',380.0,80.0,b'0'
b'DL',1212.0,b'LAX',b'MSP',b'3',380.0,220.0,b'1'
b'DL',1449.0,b'IAD',b'ATL',b'3',380.0,129.0,b'0'
b'DL',1756.0,b'SAT',b'MSP',b'3',380.0,168.0,b'0'
b'DL',1872.0,b'TPA',b'ATL',b'3',380.0,90.0,b'0'
b'DL',2346.0,b'PDX',b'ATL',b'3',380.0,279.0,b'0'
b'DL',2414.0,b'FLL',b'JFK',b'3',380.0,169.0,b'0'
b'DL',2513.0,b'MSP',b'ATL',b'3',380.0,167.0,b'1'
b'EV',4991.0,b'MYR',b'ATL',b'3',380.0,81.0,b'0'
b'EV',5428.0,b'LFT',b'MEM',b'3',380.0,83.0,b'0'
b'EV',7095.0,b'GSO',b'IAD',b'3',380.0,67.0,b'0'
b'F9',650.0,b'SFO',b'DEN',b'3',380.0,150.0,b'0'
b'F9',765.0,b'AUS',b'DEN',b'3',380.0,133.0,b'1'
b'FL',132.0,b'TPA',b'ATL',b'3',380.0,95.0,b'0'
b'FL',300.0,b'DEN',b'ATL',b'3',380.0,167.0,b'0'
b'FL',684.0,b'ICT',b'ATL',b'3',380.0,126.0,b'0'
b'FL',806.0,b'BOS',b'BWI',b'3',380.0,93.0,b'0'
b'MQ',2985.0,b'AGS',b'DFW',b'3',380.0,175.0,b'0'
b'MQ',3081.0,b'SAN',b'LAX',b'3',380.0,45.0,b'0'
b'MQ',3302.0,b'MLI',b'DFW',b'3',380.0,140.0,b'0'
b'MQ',4004.0,b'CVG',b'ORD',b'3',380.0,80.0,b'1'
b'MQ',4278.0,b'CMI',b'ORD',b'3',380.0,55.0,b'0'
b'OO',4529.0,b'OMA',b'SLC',b'3',380.0,156.0,b'1'
b'OO',4554.0,b'GTF',b'SLC',b'3',380.0,88.0,b'0'
b'OO',4638.0,b'SAN',b'LAX',b'3',380.0,49.0,b'0'
b'OO',4667.0,b'TUL',b'SLC',b'3',380.0,154.0,b'1'
b'OO',6454.0,b'MSN',b'ORD',b'3',380.0,55.0,b'0'
b'OO',6701.0,b'FAR',b'DEN',b'3',380.0,128.0,b'0'
b'OO',6832.0,b'SBA',b'SFO',b'3',380.0,88.0,b'0'
b'OO',6974.0,b'HDN',b'DEN',b'3',380.0,67.0,b'1'
b'UA',143.0,b'TPA',b'ORD',b'3',380.0,170.0,b'0'
b'UA',353.0,b'LAX',b'LAS',b'3',380.0,80.0,b'0'
b'UA',381.0,b'BDL',b'ORD',b'3',380.0,161.0,b'0'
b'UA',658.0,b'SJC',b'DEN',b'3',380.0,156.0,b'0'
b'US',1434.0,b'MIA',b'CLT',b'3',380.0,126.0,b'0'
b'US',542.0,b'SJC',b'PHX',b'3',380.0,113.0,b'0'
b'WN',1329.0,b'ONT',b'SMF',b'3',380.0,90.0,b'0'
b'WN',1472.0,b'DEN',b'LAX',b'3',380.0,155.0,b'0'
b'WN',1566.0,b'ALB',b'BWI',b'3',380.0,95.0,b'1'
b'WN',1591.0,b'PHL',b'BOS',b'3',380.0,80.0,b'0'
b'WN',220.0,b'BHM',b'HOU',b'3',380.0,115.0,b'0'
b'WN',2552.0,b'RNO',b'LAS',b'3',380.0,80.0,b'1'
b'WN',496.0,b'PDX',b'DEN',b'3',380.0,145.0,b'1'
b'WN',758.0,b'DAL',b'LIT',b'3',380.0,60.0,b'0'
b'WN',831.0,b'PHL',b'MDW',b'3',380.0,135.0,b'1'
b'WN',909.0,b'ECP',b'BWI',b'3',380.0,130.0,b'0'
b'XE',2208.0,b'MCI',b'EWR',b'3',380.0,157.0,b'0'
b'XE',2788.0,b'CVG',b'EWR',b'3',380.0,112.0,b'0'
b'YV',2934.0,b'BFL',b'PHX',b'3',380.0,92.0,b'1'
b'FL',1435.0,b'PHF',b'BOS',b'3',381.0,89.0,b'1'
b'HA',105.0,b'OGG',b'HNL',b'3',381.0,33.0,b'0'
b'UA',132.0,b'PDX',b'ORD',b'3',381.0,234.0,b'0'
b'UA',73.0,b'SAN',b'SFO',b'3',382.0,103.0,b'0'
b'DL',1241.0,b'GSP',b'ATL',b'3',383.0,63.0,b'1'
b'HA',101.0,b'ITO',b'HNL',b'3',383.0,49.0,b'0'
b'UA',91.0,b'EWR',b'SFO',b'3',383.0,393.0,b'0'
b'XE',2164.0,b'PIT',b'EWR',b'3',383.0,83.0,b'0'
b'DL',1260.0,b'GEG',b'SLC',b'3',384.0,110.0,b'1'
b'OO',6727.0,b'MTJ',b'DEN',b'3',384.0,63.0,b'0'
b'9E',3928.0,b'PIA',b'DTW',b'3',385.0,93.0,b'0'
b'AA',1361.0,b'HSV',b'DFW',b'3',385.0,135.0,b'0'
b'AA',1462.0,b'MCI',b'ORD',b'3',385.0,95.0,b'0'
b'AA',2042.0,b'DFW',b'FLL',b'3',385.0,150.0,b'0'
b'AA',404.0,b'MIA',b'MCO',b'3',385.0,60.0,b'0'
b'AA',419.0,b'BOS',b'DFW',b'3',385.0,270.0,b'0'
b'AA',509.0,b'DTW',b'DFW',b'3',385.0,185.0,b'0'
b'AA',608.0,b'SAN',b'DFW',b'3',385.0,185.0,b'0'
b'AA',810.0,b'SFO',b'ORD',b'3',385.0,255.0,b'0'
b'AS',304.0,b'SEA',b'SFO',b'3',385.0,133.0,b'0'
b'B6',110.0,b'MSY',b'JFK',b'3',385.0,163.0,b'0'
b'CO',1087.0,b'MCO',b'IAH',b'3',385.0,150.0,b'0'
b'CO',1437.0,b'TPA',b'IAH',b'3',385.0,142.0,b'1'
b'CO',625.0,b'EWR',b'CLE',b'3',385.0,100.0,b'0'
b'CO',651.0,b'AUS',b'EWR',b'3',385.0,205.0,b'0'
b'CO',724.0,b'CLE',b'EWR',b'3',385.0,83.0,b'0'
b'DL',1092.0,b'TPA',b'DTW',b'3',385.0,169.0,b'0'
b'DL',1192.0,b'SMF',b'SLC',b'3',385.0,103.0,b'0'
b'DL',1592.0,b'SAN',b'ATL',b'3',385.0,249.0,b'0'
b'DL',2163.0,b'DCA',b'MSP',b'3',385.0,173.0,b'0'
b'DL',2258.0,b'RDU',b'MSP',b'3',385.0,184.0,b'0'
b'DL',2283.0,b'CAE',b'ATL',b'3',385.0,78.0,b'1'
b'DL',2728.0,b'RNO',b'SLC',b'3',385.0,92.0,b'0'
b'DL',2938.0,b'ATL',b'DCA',b'3',385.0,94.0,b'0'
b'EV',7305.0,b'HSV',b'MEM',b'3',385.0,67.0,b'0'
b'EV',7372.0,b'GPT',b'MEM',b'3',385.0,83.0,b'1'
b'F9',71.0,b'DTW',b'DEN',b'3',385.0,189.0,b'0'
b'F9',790.0,b'PDX',b'DEN',b'3',385.0,144.0,b'1'
b'FL',431.0,b'MKE',b'ATL',b'3',385.0,129.0,b'0'
b'FL',516.0,b'CMH',b'ATL',b'3',385.0,108.0,b'0'
b'MQ',2782.0,b'LEX',b'DFW',b'3',385.0,160.0,b'1'
b'MQ',2830.0,b'PNS',b'DFW',b'3',385.0,125.0,b'0'
b'MQ',4375.0,b'DCA',b'RDU',b'3',385.0,65.0,b'0'
b'MQ',4464.0,b'LGA',b'BOS',b'3',385.0,65.0,b'0'
b'OH',6421.0,b'EWR',b'CVG',b'3',385.0,140.0,b'1'
b'OO',4489.0,b'COS',b'SLC',b'3',385.0,95.0,b'0'
b'OO',4551.0,b'RDM',b'SLC',b'3',385.0,101.0,b'1'
b'OO',4624.0,b'FAT',b'SLC',b'3',385.0,104.0,b'1'
b'OO',4645.0,b'BTM',b'SLC',b'3',385.0,73.0,b'1'
b'OO',4714.0,b'CPR',b'SLC',b'3',385.0,73.0,b'0'
b'OO',4840.0,b'BIL',b'SLC',b'3',385.0,80.0,b'0'
b'OO',6401.0,b'EUG',b'SFO',b'3',385.0,96.0,b'0'
b'OO',6547.0,b'IAH',b'ORD',b'3',385.0,151.0,b'0'
b'US',1019.0,b'PVD',b'CLT',b'3',385.0,143.0,b'0'
b'US',1656.0,b'BUF',b'CLT',b'3',385.0,116.0,b'0'
b'US',220.0,b'SAN',b'PHX',b'3',385.0,84.0,b'0'
b'US',375.0,b'JFK',b'CLT',b'3',385.0,120.0,b'0'
b'WN',1019.0,b'SFO',b'LAX',b'3',385.0,75.0,b'0'
b'WN',1093.0,b'BUF',b'BWI',b'3',385.0,90.0,b'0'
b'WN',1633.0,b'LAS',b'TUS',b'3',385.0,75.0,b'0'
b'WN',205.0,b'SAT',b'MDW',b'3',385.0,155.0,b'0'
b'WN',2102.0,b'LAS',b'SJC',b'3',385.0,85.0,b'0'
b'WN',219.0,b'SMF',b'LAS',b'3',385.0,80.0,b'0'
b'WN',264.0,b'DEN',b'STL',b'3',385.0,120.0,b'0'
b'WN',3073.0,b'PVD',b'BWI',b'3',385.0,90.0,b'1'
b'WN',370.0,b'PDX',b'SJC',b'3',385.0,105.0,b'0'
b'WN',550.0,b'PHX',b'SJC',b'3',385.0,125.0,b'0'
b'WN',579.0,b'LAX',b'OAK',b'3',385.0,80.0,b'0'
b'WN',609.0,b'ABQ',b'PHX',b'3',385.0,80.0,b'0'
b'WN',703.0,b'DAL',b'TUL',b'3',385.0,60.0,b'0'
b'WN',734.0,b'DEN',b'MCI',b'3',385.0,105.0,b'1'
b'WN',792.0,b'DTW',b'BNA',b'3',385.0,105.0,b'1'
b'WN',863.0,b'MSY',b'HOU',b'3',385.0,75.0,b'0'
b'WN',8.0,b'HRL',b'HOU',b'3',385.0,60.0,b'0'
b'XE',2094.0,b'DTW',b'EWR',b'3',385.0,97.0,b'0'
b'XE',2169.0,b'EWR',b'CMH',b'3',385.0,114.0,b'0'
b'XE',2377.0,b'DSM',b'IAH',b'3',385.0,150.0,b'0'
b'XE',2419.0,b'CLT',b'CLE',b'3',385.0,92.0,b'0'
b'XE',2563.0,b'EWR',b'STL',b'3',385.0,172.0,b'1'
b'XE',2660.0,b'XNA',b'IAH',b'3',385.0,104.0,b'1'
b'XE',2927.0,b'DCA',b'CLE',b'3',385.0,72.0,b'1'
b'XE',5973.0,b'TVC',b'ORD',b'3',385.0,79.0,b'0'
b'YV',2702.0,b'SBP',b'PHX',b'3',385.0,94.0,b'0'
b'YV',2903.0,b'SBA',b'PHX',b'3',385.0,91.0,b'0'
b'OO',6828.0,b'RNO',b'SFO',b'3',386.0,69.0,b'0'
b'XE',3067.0,b'PVD',b'EWR',b'3',386.0,64.0,b'0'
b'UA',491.0,b'OKC',b'DEN',b'3',387.0,113.0,b'0'
b'9E',3931.0,b'MBS',b'MSP',b'3',388.0,102.0,b'0'
b'FL',234.0,b'RIC',b'ATL',b'3',388.0,107.0,b'0'
b'OO',6517.0,b'TUS',b'LAX',b'3',388.0,95.0,b'0'
b'OO',6933.0,b'ORD',b'LAN',b'3',388.0,49.0,b'0'
b'XE',2821.0,b'ORF',b'CLE',b'3',388.0,107.0,b'1'
b'XE',2921.0,b'GRR',b'IAH',b'3',388.0,182.0,b'0'
b'OO',6243.0,b'SAT',b'LAX',b'3',389.0,201.0,b'0'
b'OO',6564.0,b'COS',b'DEN',b'3',389.0,49.0,b'0'
b'XE',2183.0,b'EWR',b'IND',b'3',389.0,139.0,b'0'
b'XE',2437.0,b'EWR',b'RDU',b'3',389.0,104.0,b'0'
b'XE',2549.0,b'EWR',b'CVG',b'3',389.0,131.0,b'0'
b'9E',3669.0,b'SGF',b'MEM',b'3',390.0,75.0,b'1'
b'9E',3778.0,b'COU',b'MEM',b'3',390.0,82.0,b'0'
b'9E',3890.0,b'DLH',b'DTW',b'3',390.0,112.0,b'0'
b'9E',3970.0,b'BHM',b'MEM',b'3',390.0,68.0,b'0'
b'9E',3974.0,b'TVC',b'DTW',b'3',390.0,82.0,b'0'
b'9E',4001.0,b'ORD',b'MEM',b'3',390.0,115.0,b'1'
b'9E',4014.0,b'IND',b'DTW',b'3',390.0,80.0,b'0'
b'9E',4117.0,b'ROC',b'ATL',b'3',390.0,145.0,b'1'
b'9E',4211.0,b'STL',b'MEM',b'3',390.0,75.0,b'0'
b'9E',4251.0,b'RDU',b'CVG',b'3',390.0,100.0,b'0'
b'AA',1083.0,b'IAD',b'DFW',b'3',390.0,210.0,b'0'
b'AA',1182.0,b'LAX',b'AUS',b'3',390.0,175.0,b'0'
b'AA',1637.0,b'MCO',b'ORD',b'3',390.0,185.0,b'0'
b'AA',201.0,b'JFK',b'LAX',b'3',390.0,385.0,b'0'
b'AA',2401.0,b'DFW',b'LAX',b'3',390.0,205.0,b'0'
